step,axial_strain,sxx,syy,lx,ly
11800,0.05899499999999999883,279.3474964777960281,519.49091267860001153,0.0066077829296313748964,0.0087051394859768288503
12000,0.059994999999999999718,284.36841872608999893,525.73944933968903115,0.0066077829296313748964,0.0086958885898753453259
12200,0.060994999999999903462,288.10997575381202296,533.73240754041205491,0.0066077829296313748964,0.0086866376937738618014
12400,0.061994999999999897411,291.86252291670598424,541.3553210442589716,0.0066077829296313748964,0.0086773867976723782769
12600,0.062994999999999801155,293.75019943009402823,552.09135521405198688,0.0066077829296313748964,0.0086681359015708947524
12800,0.063994999999999802043,299.12720689887999015,558.22166493567101497,0.0066077829296313748964,0.0086588850054694112279
13000,0.064994999999999802931,304.34562606502100834,566.45319397427203967,0.0066077829296313748964,0.0086496341093679277034
13200,0.065994999999999706675,306.28724036376797812,575.4915669259249853,0.0066077829296313748964,0.008640383213266444179
13400,0.066994999999999693685,309.67626420980002422,585.41939697023997269,0.0066077829296313748964,0.0086311323171649606545
13600,0.067994999999999694573,315.63988780522902289,591.16215947791397411,0.0066077829296313748964,0.00862188142106347713
13800,0.068995000000000000773,319.89894081781699242,601.18874437201304772,0.0066077829296313748964,0.0086126305249619901361
14000,0.069995000000000001661,323.51384894734701447,608.96621444343702478,0.0066077829296313748964,0.0086033796288605066116
