tag,type,x,y,z,vx,vy,vz,fx,fy,fz,radius
856,0,-33332.44575427891,-2890.6785882498016,2.5209399485932558,0,0,0,0,0,0,1.25
542,0,-14913758546943.139,-9995671926455.486,12835622557353.81,0,0,0,0,0,0,1.25
125,0,-113282.92034041492,-4764799.602360297,1630927.7691260262,0,0,0,0,0,0,1.25
495,0,-1012430.3375392905,1045253.0234541909,-250359.5180084387,0,0,0,0,0,0,1.25
425,0,-82479.26899442374,182277.7217386402,136139.54245967924,0,0,0,0,0,0,1.25
144,0,1.8306318382857394,0.16379925144778237,0.02933014072436167,0,0,0,0,0,0,1.25
152,0,1.808499110581725,0.14132495435790438,3.2696414974535455,0,0,0,0,0,0,1.25
169,0,2.5717532101725986,2.5373290804168764,0.06340479962521137,0,0,0,0,0,0,1.25
170,0,2.5621961897922776,1.7328414540220298,0.8868763623598478,-0.0010838790697070978,0.0036562168189948336,-0.0077854151309899216,-0.42641884049154577,1.4624811305186716,-3.1039802998403205,1.25
172,0,1.788529763208541,1.7701147225493243,1.728006763570248,-0.0011279655242859554,-0.0022419683068683623,-0.0035581908433470534,-0.4484894705036685,-0.8983499264815069,-1.4252246717650774,1.25
149,0,2.596211819205207,0.9124701782022863,1.6622895986238266,-0.0014475445426898573,0.00696166792826962,0.0017086658245068923,-0.5836030746254445,2.779111846140057,0.6852461543856756,1.25
369,0,1.1103897918786492,0.9947403212004285,3.2943550944752635,-0.004035316941160439,0.0006680994869170022,0.008893487133689657,-1.6135192278125245,0.2725083260341115,3.550792211417093,1.25
198,0,2.608599315573866,3.326866535097157,2.482670078240589,-0.0033963526973455594,0.0007962830483853267,0.0031057958634751483,-1.3543434950516158,0.31702450509717195,1.238814454993255,1.25
151,0,1.8367141842656531,0.9429834843765672,2.459181439520684,-0.009087543760696518,0.007299847218750255,0.007156183979574125,-3.6292115582550304,2.919528505979166,2.859325154285926,1.25
292,0,3.3389467657455842,0.07665857934260344,1.695918232328932,0.0008137073308108922,-0.006328054187107254,-0.00285009199208763,0.3219730365779988,-2.5255236877377216,-1.1293811858004448,1.25
312,0,3.326818886557258,1.7486499751837399,0.039897616464621206,0.0047935678422312954,-0.0010245009389868974,-0.008571765631317355,1.9151704469393869,-0.4076284705850245,-3.419701106198821,1.25
174,0,2.5839266496083204,1.7300581327771005,2.497452973136454,-0.003016317773144811,0.0019921240183503938,-0.004109408924663178,-1.2012714811039729,0.7961964128921597,-1.636869737985376,1.25
340,0,3.3386368602509027,3.312369084422382,1.6647285615627883,0.0013924103360271611,-0.0035115356821490556,0.006514770109081959,0.5542170464696218,-1.3976052323417483,2.601722181609932,1.25
1,0,1.0233979067803016,1.0041651943744012,0.08607453352401233,0.0003202659549730352,0.0040871656619438515,-0.01428506286121865,0.12450574370790542,1.6297932392094627,-5.705235122604976,1.25
194,0,2.5475700066804907,3.294025333643549,0.8938837209649199,0.004471517402874968,-0.006708416976767297,0.005589279321033852,1.7855910245174884,-2.658201838132789,2.2160687197693734,1.25
295,0,3.318885995710191,0.9153680544488512,2.4978038834720873,-0.0030652639236412433,0.0007704182474079116,-0.00019302188516814506,-1.2226443651821741,0.3086614071432329,-0.07661364424820549,1.25
177,0,2.5986813125986656,2.5489294277550494,3.3486635978101256,-0.00499252766811378,0.0021526716233459136,0.005369309706658534,-1.9898581809853424,0.8587837736700664,2.1408655546892423,1.25
4,0,0.36195419039901644,0.11620459889030632,1.6299879591271358,-0.0025230412042419456,0.004498490000190929,0.0040869227045987186,-1.00811069114566,1.7988550598241422,1.6324610158896773,1.25
54,0,1.050152792115,3.3306880043912384,2.5355427446108787,-0.004097006107740729,-0.01449122685251701,0.004860894383681413,-1.6105507347494015,-5.7806351983158635,1.9664086553730398,1.25
5,0,0.9847605174264683,1.0293365200392572,1.7466971874350754,0,0,0,0,0,0,1.25
196,0,1.805927202811319,3.304162724893664,1.711078775983547,0,0,0,0,0,0,1.25
320,0,3.312405578910865,1.7181918779006171,3.3289972681661695,0,0,0,0,0,0,1.25
153,0,2.5642921340079434,0.921755020173534,3.294769410949001,0,0,0,0,0,0,1.25
315,0,3.323713760074292,2.515014516062828,0.8749568667921186,0,0,0,0,0,0,1.25
296,0,3.303851320531142,0.10063405090486384,3.3196574457560235,0,0,0,0,0,0,1.25
25,0,1.0152986731373206,2.512222117011606,0.08464564644281954,0,0,0,0,0,0,1.25
168,0,1.8020710250463599,1.7485814132506983,0.09559174226452966,0,0,0,0,0,0,1.25
145,0,2.563505490840748,0.954195009289877,0.0922549792370592,-0.0004217986239622538,0.004252589863416994,0.003942905629325093,-0.16556312704642254,1.693045572017789,1.574710676161788,1.25
148,0,1.7858416445991956,0.1539834006346288,1.6686432662716757,-0.0008748881918171523,0.006467561349766986,0.0014432105639830166,-0.3500806190415146,2.587857359781276,0.5782534856891187,1.25
27,0,0.23005623841343456,2.620993558044484,0.9082580935373125,0.0005237875741057963,-0.005478153118495097,0.0031914667431396284,0.21283274376264427,-2.1697934761211717,1.2974985848017682,1.25
33,0,0.9264491432017691,1.9417415404726197,2.7969757157493653,-0.01543363381590351,-0.011023806593228064,-0.0318012350007085,-6.141342298352674,-4.40969764160259,-12.710565007401238,1.25
229,0,0.16790207116304023,1.8288794547613523,1.7277043561266534,0.007519372836498362,-0.005908416896839896,-0.0017738128606307546,3.0065988789599953,-2.3626169859222377,-0.7065545224661124,1.25
26,0,0.9829589812854534,1.7861415133592122,0.9138195647203767,0.0045124768640024265,-0.003950307431806196,0.0017095891302305799,1.8034077835417601,-1.5783133416074633,0.6795100854665592,1.25
316,0,3.321096398645133,1.7337520294850899,1.672444112132679,0.004529982525403985,-0.01150612879706046,0.003201289683416391,1.8030850654332982,-4.5819394840757655,1.2750241557051931,1.25
7,0,0.26084534758017763,1.055525014749247,2.583592727975561,0.005633027813926915,-0.0018484470193865738,-0.00021998361833850893,2.2475028315996637,-0.7438734739178483,-0.08858455103961307,1.25
175,0,1.8230009562135,2.5530215919090495,2.5407523100776843,0.0055663017817656184,-0.00048222827885393253,-0.01425635681546406,2.2177714589836626,-0.20012252624894178,-5.688068055171743,1.25
6,0,1.0246096430301916,0.2064538162635336,2.498932747439483,0.00141160582680453,0.0032857089961674593,-0.00036707088638831306,0.5634109700703659,1.3122425738668757,-0.1442530128312125,1.25
291,0,3.3489658333089785,0.9596423794143962,0.8483706049535806,-0.0009364145322104296,-0.00028377501851468425,0.003384142157110936,-0.3772440708026358,-0.10992528455232692,1.3495360958710307,1.25
29,0,1.0078513590352962,2.5435787670563728,1.7326574728544293,0.0037507249835131195,-0.003007564662474028,0.004964872398260812,1.5058287659754122,-1.2141903863106775,1.9804589852847339,1.25
192,0,1.7889692399999817,3.291107793701504,0.04775227942494341,-0.010957648282043556,0.004261870559570769,0.006543522222144076,-4.371115730883785,1.6940705595258145,2.6142024972843414,1.25
146,0,2.6075836181623058,0.13201334434014558,0.8535121045937902,-0.0014385636408784962,0.001858830192986572,0.011000044185226694,-0.578675202536195,0.7408539396313507,4.392836765454914,1.25
171,0,1.7942240827371576,2.513968332504973,0.898685096879691,-0.00034935831274688576,0.00159965180987803,0.0012979943886985892,-0.14138916377855384,0.6382903238300551,0.5181643955375065,1.25
319,0,3.3190101331890838,2.5238826591449914,2.5026546155124296,0.0004266434634072901,0.0016363237259076969,-0.0008101657450519273,0.16703167630647855,0.6520839895400081,-0.32148719105955836,1.25
24,0,0.15841369996625604,1.8096261466604686,0.15209784712135538,0,0,0,0,0,0,1.25
3,0,0.27621451020176385,0.9529346754429077,0.8958317051678917,0,0,0,0,0,0,1.25
344,0,3.340672321556154,3.337246765468867,3.3394585610574548,0,0,0,0,0,0,1.25
176,0,1.863388317882927,1.770832869752534,3.331418699898818,0,0,0,0,0,0,1.25
